"Kod"	"Giltig från"	"Överordnad kod"	"Titel"	"Latin"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Kodningsinformation"	"Innehåll"	"Manifestation(*)/Etiologi(†)"	"Koppling Manifestation(*)/Etiologi(†)"	"Ej huvuddiagnos"	"Kodnivå - kodspecifikation"
"X81.92"	"1997-01-01"	"X81.9"	"Avsiktligt självdestruktiv handling genom att kasta sig framför eller lägga sig framför föremål i rörelse - plats, ospecificerad - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X81.92"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X81.92"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X81.93"	"1997-01-01"	"X81.9"	"Avsiktligt självdestruktiv handling genom att kasta sig framför eller lägga sig framför föremål i rörelse - plats, ospecificerad - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X81.93"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X81.93"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X81.93"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X81.93"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X81.93"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X81.94"	"1997-01-01"	"X81.9"	"Avsiktligt självdestruktiv handling genom att kasta sig framför eller lägga sig framför föremål i rörelse - plats, ospecificerad - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X81.98"	"1997-01-01"	"X81.9"	"Avsiktligt självdestruktiv handling genom att kasta sig framför eller lägga sig framför föremål i rörelse - plats, ospecificerad - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X81.99"	"1997-01-01"	"X81.9"	"Avsiktligt självdestruktiv handling genom att kasta sig framför eller lägga sig framför föremål i rörelse - plats, ospecificerad - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82"	"1997-01-01"	"X60-X84"	"Avsiktligt självdestruktiv handling med motorfordon"	""	""	""	"Avsiktlig kollision med:<ul><li>motorfordon</li><li>tåg</li></ul>"	"Avsiktlig krasch med flygplan (X83.-)"	""	""	""	""	""	"Denna kategori ska inte användas för att ange huvuddiagnos"	"Kategorikod, yttre orsakskod, treställig"
"X82.0"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde"	""	""	""	"bostad och bostadslägenhet som inte kan räknas som institution"	"bostad inom institution (.1)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.0"	""	""	""	""	""	""	"garage och carport i anslutning till bostad"	"bostad under uppförande, ännu ej tagen i bruk (.6)"	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"gård runt bostad"	"övergiven eller utrymd bostad (.8)"	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"hustomt"	""	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"infartsväg till privatbostad"	""	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"swimmingpool i anslutning till bostad"	""	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"trädgård i anslutning till bostad"	""	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"uppställningsplats för husvagn med boendemöjlighet"	""	""	""	""	""	""	""	""
"X82.0"	""	""	""	""	""	""	"uthus"	""	""	""	""	""	""	""	""
"X82.00"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.01"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.01"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.01"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.02"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.02"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.02"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.03"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.03"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.03"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.03"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.03"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.03"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.04"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.08"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.09"	"1997-01-01"	"X82.0"	"Avsiktligt självdestruktiv handling med motorfordon - bostad och bostadsområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.1"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende"	""	""	""	"barnhem"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.1"	""	""	""	""	""	""	"flyktingförläggning"	""	""	""	""	""	""	""	""
"X82.1"	""	""	""	""	""	""	"fängelse"	""	""	""	""	""	""	""	""
"X82.1"	""	""	""	""	""	""	"institutionellt gruppboende"	""	""	""	""	""	""	""	""
"X82.1"	""	""	""	""	""	""	"militärförläggning"	""	""	""	""	""	""	""	""
"X82.1"	""	""	""	""	""	""	"servicehus för äldre"	""	""	""	""	""	""	""	""
"X82.1"	""	""	""	""	""	""	"sjukhem"	""	""	""	""	""	""	""	""
"X82.10"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.11"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.11"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.11"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.12"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.12"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.12"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.13"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.13"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.13"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.13"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.13"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.13"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.14"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.18"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.19"	"1997-01-01"	"X82.1"	"Avsiktligt självdestruktiv handling med motorfordon - institutionellt boende - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.2"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal"	""	""	""	"förskoleinstitution med lekplats"	"idrotts- och sportanläggning (.3)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.2"	""	""	""	""	""	""	"institution för högre utbildning"	"institutionellt boende (.1)"	""	""	""	""	""	""	""
"X82.2"	""	""	""	""	""	""	"offentlig lokal som samlingssal, ungdomsgård, kyrka, klubblokal, danslokal, bibliotek, biograf, teater, post, försäkringskassa"	"lokal under uppförande (.6)"	""	""	""	""	""	""	""
"X82.2"	""	""	""	""	""	""	"sjukhus"	""	""	""	""	""	""	""	""
"X82.2"	""	""	""	""	""	""	"skola med skolgård"	""	""	""	""	""	""	""	""
"X82.20"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.21"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.21"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.21"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.22"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.22"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.22"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.23"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.23"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.23"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.23"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.23"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.23"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.24"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.28"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.29"	"1997-01-01"	"X82.2"	"Avsiktligt självdestruktiv handling med motorfordon - skola, annan institution och offentlig lokal - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.3"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning"	""	""	""	"alpin anläggning"	"privat swimmingpool eller tennisbana (.0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.3"	""	""	""	""	""	""	"fotbollsplan"	"sommarland (.8)"	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"golfbana"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"gym"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"gymnastiksal"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"idrottsplats"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"ishall, skridskobana"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"ishockeyrink, bandyplan"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"motionsspår"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"motorsportanläggning"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"ridhus, ridskola"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"simhall, badanläggning"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"sporthall"	""	""	""	""	""	""	""	""
"X82.3"	""	""	""	""	""	""	"tennisbana"	""	""	""	""	""	""	""	""
"X82.30"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.31"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.31"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.31"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.32"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.32"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.32"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.33"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.33"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.33"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.33"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.33"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.33"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.34"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.38"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.39"	"1997-01-01"	"X82.3"	"Avsiktligt självdestruktiv handling med motorfordon - idrotts- och sportanläggning - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.4"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg"	""	""	""	"trottoar"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.40"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.41"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.41"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.41"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.42"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.42"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.42"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.43"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.43"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.43"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.43"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.43"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.43"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.44"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.48"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.49"	"1997-01-01"	"X82.4"	"Avsiktligt självdestruktiv handling med motorfordon - gata och väg - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.5"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde"	""	""	""	"bank, butik, shoppingcenter"	"garage i anslutning till privatbostad (.0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.5"	""	""	""	""	""	""	"bensinstation"	""	""	""	""	""	""	""	""
"X82.5"	""	""	""	""	""	""	"buss- och järnvägsstation"	""	""	""	""	""	""	""	""
"X82.5"	""	""	""	""	""	""	"flygplats"	""	""	""	""	""	""	""	""
"X82.5"	""	""	""	""	""	""	"kafé, hotell, restaurang"	""	""	""	""	""	""	""	""
"X82.5"	""	""	""	""	""	""	"kontorsbyggnad"	""	""	""	""	""	""	""	""
"X82.5"	""	""	""	""	""	""	"parkeringshus"	""	""	""	""	""	""	""	""
"X82.5"	""	""	""	""	""	""	"torgstånd"	""	""	""	""	""	""	""	""
"X82.50"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.51"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.51"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.51"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.52"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.52"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.52"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.53"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.53"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.53"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.53"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.53"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.53"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
